country_code,country_name,indicator_id,indicator_name,index_id,index_name,value,year
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.114,1997
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.094,1998
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.132,1999
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.124,2000
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.13,2001
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.102,2002
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.109,2003
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.099,2004
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.114,2005
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.093,2006
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.096,2007
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.125,2008
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.153,2009
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.178,2010
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.191,2011
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.2,2012
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.227,2013
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.276,2014
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.25,2015
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.362,2016
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.441,2017
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.491,2018
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.442,2019
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.533,2020
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.524,2021
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.527,2022
NPL,Nepal,co2_prod,Carbon dioxide emissions per capita (production) (tonnes),PHDI,Planetary pressuresâ€“adjusted Human Development Index,0.54,2023
NPL,Nepal,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,31.793,2011
NPL,Nepal,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,31.617,2012
NPL,Nepal,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,31.396,2013
NPL,Nepal,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,32.013,2014
NPL,Nepal,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,32.108,2015
NPL,Nepal,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,30.552,2016
NPL,Nepal,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,30.386,2017
NPL,Nepal,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,30.152,2018
NPL,Nepal,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,30.033,2019
NPL,Nepal,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,29.904,2020
NPL,Nepal,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,29.72,2021
NPL,Nepal,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,29.092,2022
NPL,Nepal,coef_ineq,Coefficient of human inequality,IHDI,Inequality-adjusted Human Development Index,28.895,2023
NPL,Nepal,cooking_fuel,Cooking fuel (%),MPI,Multidimensional Poverty Index,12.141,2019
NPL,Nepal,cooking_fuel,Cooking fuel (%),MPI,Multidimensional Poverty Index,12.22,2022
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.238,1990
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.214,1991
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.19,1992
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.176,1993
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.386,1994
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.37,1995
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.342,1996
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.325,1997
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.307,1998
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.293,1999
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.486,2000
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.483,2001
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.67,2002
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.646,2003
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.826,2004
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.8,2005
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.758,2006
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.938,2007
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,1.901,2008
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,2.045,2009
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,2.178,2010
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,2.147,2011
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,2.478,2012
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,2.632,2013
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,2.787,2014
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,2.957,2015
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,3.103,2016
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,3.912,2017
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,4.53,2018
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,4.636,2019
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,4.508,2020
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,4.53,2021
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,4.628,2022
NPL,Nepal,diff_hdi_phdi,Difference from HDI value (%),PHDI,Planetary pressuresâ€“adjusted Human Development Index,4.823,2023
NPL,Nepal,drinking_water,Drinking water (%),MPI,Multidimensional Poverty Index,1.984,2019
NPL,Nepal,drinking_water,Drinking water (%),MPI,Multidimensional Poverty Index,0.975,2022
NPL,Nepal,electricity,Electricity (%),MPI,Multidimensional Poverty Index,4.11,2019
NPL,Nepal,electricity,Electricity (%),MPI,Multidimensional Poverty Index,1.499,2022
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,7.273,1990
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,7.44,1991
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,7.672,1992
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,7.676,1993
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,7.714,1994
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,7.769,1995
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.12,1996
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.235,1997
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.35,1998
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.465,1999
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.58,2000
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.191,2001
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.713,2002
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,8.861,2003
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,9.078,2004
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,9.295,2005
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,9.87,2006
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,9.965,2007
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,10.393,2008
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,11.093,2009
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,11.888,2010
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,12.363,2011
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,12.504,2012
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,12.646,2013
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,12.569,2014
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,12.635,2015
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,12.703,2016
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,12.699,2017
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,12.819,2018
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,12.94,2019
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,12.645,2020
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,12.435,2021
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,12.464,2022
NPL,Nepal,eys,Expected Years of Schooling (years),HDI,Human Development Index,13.754,2023
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,5.077,1990
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,5.354,1991
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,5.565,1992
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,5.777,1993
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,5.989,1994
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,6.201,1995
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,6.412,1996
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,6.624,1997
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,6.836,1998
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,7.048,1999
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,7.259,2000
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,7.437,2001
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,7.614,2002
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,7.88,2003
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,8.229,2004
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,8.579,2005
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,9.304,2006
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,9.683,2007
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,10.062,2008
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,10.802,2009
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,11.816,2010
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,12.379,2011
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,12.581,2012
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,12.784,2013
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,12.839,2014
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,12.893,2015
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,12.929,2016
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,12.979,2017
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,13.152,2018
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,13.324,2019
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,12.824,2020
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,11.597,2021
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,11.675,2022
NPL,Nepal,eys_f,"Expected Years of Schooling, female (years)",GDI,Gender Development Index,12.356,2023
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.358,1990
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.423,1991
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.471,1992
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.518,1993
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.565,1994
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.612,1995
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.66,1996
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.707,1997
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.754,1998
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.802,1999
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.849,2000
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.811,2001
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.772,2002
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.809,2003
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.902,2004
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,9.994,2005
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,10.428,2006
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,10.579,2007
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,10.729,2008
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,11.394,2009
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,11.982,2010
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,12.347,2011
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,12.447,2012
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,12.525,2013
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,12.458,2014
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,12.391,2015
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,12.479,2016
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,12.415,2017
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,12.486,2018
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,12.558,2019
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,12.466,2020
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,13.272,2021
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,13.253,2022
NPL,Nepal,eys_m,"Expected Years of Schooling, male (years)",GDI,Gender Development Index,13.967,2023
NPL,Nepal,gdi_group,GDI Group,GDI,Gender Development Index,5,2023
NPL,Nepal,gii_rank,GII Rank,GII,Gender Inequality Index,125,2023
NPL,Nepal,gni_pc_f,"Gross National Income Per Capita, female (2021 PPP$)",GDI,Gender Development Index,1108.106,1990
NPL,Nepal,gni_pc_f,"Gross National Income Per Capita, female (2021 PPP$)",GDI,Gender Development Index,1199.381,1991
NPL,Nepal,gni_pc_f,"Gross National Income Per Capita, female (2021 PPP$)",GDI,Gender Development Index,1227.804,1992
NPL,Nepal,gni_pc_f,"Gross National Income Per Capita, female (2021 PPP$)",GDI,Gender Development Index,1306.861,1993
NPL,Nepal,gni_pc_f,"Gross National Income Per Capita, female (2021 PPP$)",GDI,Gender Development Index,1447.562,1994
NPL,Nepal,gni_pc_f,"Gross National Income Per Capita, female (2021 PPP$)",GDI,Gender Development Index,1533.367,1995
NPL,Nepal,gni_pc_f,"Gross National Income Per Capita, female (2021 PPP$)",GDI,Gender Development Index,1730.235,1996
NPL,Nepal,gni_pc_f,"Gross National Income Per Capita, female (2021 PPP$)",GDI,Gender Development Index,1702.414,1997
NPL,Nepal,gni_pc_f,"Gross National Income Per Capita, female (2021 PPP$)",GDI,Gender Development Index,1735.209,1998
NPL,Nepal,gni_pc_f,"Gross National Income Per Capita, female (2021 PPP$)",GDI,Gender Development Index,1624.172,1999
NPL,Nepal,gni_pc_f,"Gross National Income Per Capita, female (2021 PPP$)",GDI,Gender Development Index,1932.105,2000
NPL,Nepal,gni_pc_f,"Gross National Income Per Capita, female (2021 PPP$)",GDI,Gender Development Index,2056.531,2001
NPL,Nepal,gni_pc_f,"Gross National Income Per Capita, female (2021 PPP$)",GDI,Gender Development Index,2056.147,2002
NPL,Nepal,gni_pc_f,"Gross National Income Per Capita, female (2021 PPP$)",GDI,Gender Development Index,2315.174,2003
NPL,Nepal,gni_pc_f,"Gross National Income Per Capita, female (2021 PPP$)",GDI,Gender Development Index,2191.324,2004
